action_type,author.badges.0.icons.0.id,author.badges.0.icons.0.url,author.badges.0.icons.1.height,author.badges.0.icons.1.id,author.badges.0.icons.1.url,author.badges.0.icons.1.width,author.badges.0.icons.2.height,author.badges.0.icons.2.id,author.badges.0.icons.2.url,author.badges.0.icons.2.width,author.badges.0.title,author.id,author.images.0.id,author.images.0.url,author.images.1.height,author.images.1.id,author.images.1.url,author.images.1.width,author.images.2.height,author.images.2.id,author.images.2.url,author.images.2.width,author.name,emotes.0.id,emotes.0.images.0.id,emotes.0.images.0.url,emotes.0.images.1.height,emotes.0.images.1.id,emotes.0.images.1.url,emotes.0.images.1.width,emotes.0.images.2.height,emotes.0.images.2.id,emotes.0.images.2.url,emotes.0.images.2.width,emotes.0.is_custom_emoji,emotes.0.name,emotes.0.search_terms.0,emotes.0.search_terms.1,emotes.0.search_terms.2,emotes.0.search_terms.3,emotes.0.search_terms.4,emotes.0.shortcuts.0,emotes.0.shortcuts.1,emotes.0.shortcuts.2,emotes.0.shortcuts.3,emotes.0.shortcuts.4,emotes.0.shortcuts.5,emotes.0.shortcuts.6,emotes.0.shortcuts.7,emotes.1.id,emotes.1.images.0.id,emotes.1.images.0.url,emotes.1.images.1.url,emotes.1.is_custom_emoji,emotes.1.name,emotes.1.search_terms,emotes.1.search_terms.0,emotes.1.search_terms.1,emotes.1.search_terms.2,emotes.1.search_terms.3,emotes.1.search_terms.4,emotes.1.shortcuts,emotes.1.shortcuts.0,emotes.1.shortcuts.1,emotes.1.shortcuts.2,emotes.1.shortcuts.3,emotes.2.id,emotes.2.images.0.id,emotes.2.images.0.url,emotes.2.images.1.url,emotes.2.is_custom_emoji,emotes.2.name,emotes.2.search_terms.0,emotes.2.search_terms.1,emotes.2.search_terms.2,emotes.2.search_terms.3,emotes.2.shortcuts.0,emotes.2.shortcuts.1,emotes.3.id,emotes.3.images.0.id,emotes.3.images.0.url,emotes.3.images.1.url,emotes.3.is_custom_emoji,emotes.3.name,emotes.3.search_terms.0,emotes.3.search_terms.1,emotes.3.search_terms.2,emotes.3.shortcuts.0,emotes.3.shortcuts.1,emotes.4.id,emotes.4.images.0.id,emotes.4.images.0.url,emotes.4.images.1.url,emotes.4.is_custom_emoji,emotes.4.name,emotes.4.search_terms.0,emotes.4.search_terms.1,emotes.4.shortcuts.0,emotes.4.shortcuts.1,emotes.5.id,emotes.5.images.0.id,emotes.5.images.0.url,emotes.5.images.1.url,emotes.5.is_custom_emoji,emotes.5.name,emotes.5.search_terms.0,emotes.5.shortcuts.0,message,message_id,message_type,time_in_seconds,time_text,timestamp
add_chat_item,,,,,,,,,,,,UC9JgKO1e51iEEztlVQt1-Qw,source,https://yt4.ggpht.com/ytc/AIf8zZTgmM094VzK2yEp2IazQAo-zLs_NAQRyFiMYsBB5g,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZTgmM094VzK2yEp2IazQAo-zLs_NAQRyFiMYsBB5g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZTgmM094VzK2yEp2IazQAo-zLs_NAQRyFiMYsBB5g=s64-c-k-c0x00ffffff-no-rj,64,Nyo Labb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heya,ChwKGkNKZjJwWnZDcG9NREZUb0YxZ0FkcHRVRzlB,text_message,20.587,0:20,1703367443857459
add_chat_item,,,,,,,,,,,,UCWZxN54qS3resUHP3vyiTjA,source,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg=s64-c-k-c0x00ffffff-no-rj,64,Sean Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suh dude,ChwKGkNLeUszSnZDcG9NREZkWGdsQWtkVmJrUE5R,text_message,21.474,0:21,1703367444750549
add_chat_item,,,,,,,,,,,,UCEl5r7AbtJTVkGBLkFJQurA,source,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7=s64-c-k-c0x00ffffff-no-rj,64,mastermike7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening all,ChwKGkNOSGhzNTNDcG9NREZVTVQxZ0FkWFZnRVpB,text_message,25.35,0:25,1703367448285688
add_chat_item,,,,,,,,,,,,UC-PUEdJ5ruohmRfB0F5URsg,source,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC,32,32x32,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s64-c-k-c0x00ffffff-no-rj,64,Squidmuncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whaddup,ChwKGkNQdVhycVBDcG9NREZUdmlsQWtkeUZZQVNn,text_message,30.309,0:30,1703367460764810
add_chat_item,,,,,,,,,,,,UCXrQLRNxZ1od_xcPsT-ekTw,source,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3=s64-c-k-c0x00ffffff-no-rj,64,stuntmaster V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hi,ChwKGkNJQ0owNlBDcG9NREZUY0sxZ0Fkd1k4UEFB,text_message,30.92,0:30,1703367461376519
add_chat_item,,,,,,,,,,,,UCRTmEDG7S4W92rb-nm0wq4A,source,https://yt4.ggpht.com/vvfk1BJBiAK344HscvC9eAjrXwAhIPTPHx_2isn7R9_mpHGIaqnDfDHF85H2ag7ZPw_6JvEJoYQ,32,32x32,https://yt4.ggpht.com/vvfk1BJBiAK344HscvC9eAjrXwAhIPTPHx_2isn7R9_mpHGIaqnDfDHF85H2ag7ZPw_6JvEJoYQ=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/vvfk1BJBiAK344HscvC9eAjrXwAhIPTPHx_2isn7R9_mpHGIaqnDfDHF85H2ag7ZPw_6JvEJoYQ=s64-c-k-c0x00ffffff-no-rj,64,bread fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yo wussup,ChwKGkNMLV85cVBDcG9NREZVTVQxZ0FkWFZnRVpB,text_message,31.488,0:31,1703367461954193
add_chat_item,,,,,,,,,,,,UCmdUZZ6b1ewTtekedhNIORg,source,https://yt4.ggpht.com/ytc/AIf8zZSUy1SltzvGKy6cVYQtHs_3SxiCeF1IdXCl0g,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZSUy1SltzvGKy6cVYQtHs_3SxiCeF1IdXCl0g=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZSUy1SltzvGKy6cVYQtHs_3SxiCeF1IdXCl0g=s64-c-k-c0x00ffffff-no-rj,64,Roncatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sup,ChwKGkNJQ0cxS2JDcG9NREZVNHUxZ0FkQTBNS0l3,text_message,37.283,0:37,1703367467687902
add_chat_item,source,https://yt3.ggpht.com/Otv-LqYLhRy6jMTfXN_j8wo7dh0_UxEuAzGM8hhZLzoNdl16NRov8SqniPBUY90jnVMYlklKI0eHLLve,16,16x16,https://yt3.ggpht.com/Otv-LqYLhRy6jMTfXN_j8wo7dh0_UxEuAzGM8hhZLzoNdl16NRov8SqniPBUY90jnVMYlklKI0eHLLve=s16-c-k,16,32,32x32,https://yt3.ggpht.com/Otv-LqYLhRy6jMTfXN_j8wo7dh0_UxEuAzGM8hhZLzoNdl16NRov8SqniPBUY90jnVMYlklKI0eHLLve=s32-c-k,32,New member,UCniPO1-UGLLBHa71dJoi_nA,source,https://yt4.ggpht.com/ytc/AIf8zZRLV4OaX-A26Y3L6n6yyOFFpTvDtSiSXRHADgMlGg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZRLV4OaX-A26Y3L6n6yyOFFpTvDtSiSXRHADgMlGg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZRLV4OaX-A26Y3L6n6yyOFFpTvDtSiSXRHADgMlGg=s64-c-k-c0x00ffffff-no-rj,64,Robert David Blakely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time to get b u s h e d,ChwKGkNPR2R3S25DcG9NREZYYnJsQWtkd2RFUGVB,text_message,43.335,0:43,1703367473645313
add_chat_item,,,,,,,,,,,,UCIPiGRKBHZmfNmEWjlnSeLA,source,https://yt4.ggpht.com/5h1NVGPzyQikxPpmQQeHQrjtqmx6lMy18OJoFr3d04V2ml4pO1YOzC0h05VSkWvtC3afcZ5QLw,32,32x32,https://yt4.ggpht.com/5h1NVGPzyQikxPpmQQeHQrjtqmx6lMy18OJoFr3d04V2ml4pO1YOzC0h05VSkWvtC3afcZ5QLw=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/5h1NVGPzyQikxPpmQQeHQrjtqmx6lMy18OJoFr3d04V2ml4pO1YOzC0h05VSkWvtC3afcZ5QLw=s64-c-k-c0x00ffffff-no-rj,64,Ned Flanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everyone exited for Elden ring dlc ,ChwKGkNMNmlqN0hDcG9NREZiUEhGZ2tkNVU4Q053,text_message,59.276,0:59,1703367489620764
add_chat_item,,,,,,,,,,,,UCXrQLRNxZ1od_xcPsT-ekTw,source,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZRU_YiH1BUt4PXMxqPPZncVqx8up20dmC_1_1T3=s64-c-k-c0x00ffffff-no-rj,64,stuntmaster V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,ChwKGkNOamh4TFhDcG9NREZWUUwxZ0FkRXVNSWhn,text_message,68.5,1:08,1703367498892778
